Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Marital status_encoded,Application mode_encoded,Target_encoded,Application order_encoded,Previous qualification_encoded,Nationality_encoded,Mother's qualification_encoded,Father's qualification_encoded,Mother's occupation_encoded,Father's occupation_encoded,Course_encoded,Curricular units 1st sem (credited)_encoded,Curricular units 1st sem (enrolled)_encoded,Curricular units 1st sem (evaluations)_encoded,Curricular units 1st sem (approved)_encoded,Curricular units 1st sem (without evaluations)_encoded,Curricular units 2nd sem (credited)_encoded,Curricular units 2nd sem (enrolled)_encoded,Curricular units 2nd sem (evaluations)_encoded,Curricular units 2nd sem (approved)_encoded,Curricular units 2nd sem (without evaluations)_encoded,Age at enrollment_encoded,Previous qualification (grade)_encoded,Admission grade_encoded,Unemployment rate_encoded,Inflation rate_encoded,GDP_encoded,Curricular units 1st sem (grade)_encoded,Curricular units 2nd sem (grade)_encoded,Total curricular units (credited),Total curricular units (enrolled),Total curricular units (evaluations),Total curricular units (approved),Average curricular units grade,Total curricular units (without evaluations),Average curricular units grade_encoded
1,1,5,9500,1,1,147.0,1,37,37,9,9,134.3,0,0,0,1,0,1,18,0,0,8,12,7,12.63,0,0,8,12,7,12.63,0,12.7,3.7,-1.7,Graduate,0,0,2,5,0,0,21,26,9,9,11,0,8,12,7,0,0,8,12,7,0,-0.6939730878554988,1.0909880686132745,0.5056420311712521,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.4107172413329217,0.4605936546488907,0,16,24,14,12.63,0,0.4554748255622689
1,39,1,9991,0,1,120.0,1,38,1,9,4,123.2,0,0,0,1,0,0,27,0,0,5,9,3,10.67,0,0,5,7,4,11.4,0,10.8,1.4,1.74,Enrolled,0,11,1,1,0,0,22,0,9,4,16,0,5,9,3,0,0,5,7,4,0,0.4922731005296184,-0.9565076038994944,-0.2609132861758707,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.0060193343660638,0.224519618187027,0,10,16,7,11.035,0,0.12442427715671671
1,17,3,9238,1,1,121.0,1,1,1,4,5,117.2,0,0,0,1,0,0,19,0,0,6,11,5,11.2,0,0,6,13,5,11.6,0,15.5,2.8,-4.06,Graduate,0,7,2,3,0,0,0,0,4,5,9,0,6,11,5,0,0,6,13,5,0,-0.562167955812708,-0.8806744308434659,-0.6752675117689096,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.1154529520662854,0.2629056403759478,0,12,24,10,11.399999999999999,0,0.20018192616488348
1,18,1,9773,1,1,135.0,1,1,1,3,3,129.8,0,0,0,1,0,1,18,0,0,6,6,6,12.67,0,0,6,6,6,11.83,0,12.7,3.7,-1.7,Dropout,0,8,0,1,0,0,0,0,3,3,14,0,6,6,6,0,0,6,6,6,0,-0.6939730878554988,0.1809899919409327,0.1948763619764728,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.4189763822914288,0.307049565893207,0,12,12,12,12.25,0,0.37660384851267015
2,39,1,9670,1,1,130.0,1,37,37,9,0,158.0,0,0,1,0,0,0,34,0,0,6,7,4,13.5,0,0,6,6,0,0.0,6,12.7,3.7,-1.7,Dropout,1,11,0,1,0,0,21,26,9,0,13,0,6,7,4,0,0,6,6,0,6,1.414909024829154,-0.1981758733392096,2.142341222263755,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.5903535571804553,-1.963483646581465,0,12,13,4,6.75,6,-0.7649497666788887
1,1,6,9147,1,1,128.0,1,37,37,9,9,116.5,0,0,0,1,0,0,18,0,0,5,9,3,11.67,0,0,5,15,2,11.0,0,7.6,2.6,0.32,Enrolled,0,0,1,6,0,0,21,26,9,9,8,0,5,9,3,0,0,5,15,2,0,-0.6939730878554988,-0.3498422194512666,-0.7236088380880977,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.2124978583287463,0.1477475738091851,0,10,24,5,11.335,0,0.18669083798534736
1,1,1,9147,1,1,129.0,1,37,38,4,9,121.0,1,0,0,1,0,0,18,0,0,5,8,2,10.5,0,0,5,7,3,12.33,0,7.6,2.6,0.32,Enrolled,0,0,1,1,0,0,21,27,4,9,8,0,5,8,2,0,0,5,7,3,0,-0.6939730878554988,-0.2740090463952381,-0.4128431688933185,-1.4890428695279747,0.9923450810182352,0.1401216693898834,-0.0290820147075921,0.4030146213655092,0,10,15,5,11.415,0,0.2032952542063151
1,1,3,9500,1,1,143.0,1,37,38,7,7,133.8,1,0,0,1,0,0,18,0,0,8,8,8,14.27,0,0,8,8,8,14.27,0,9.4,-0.8,-3.12,Enrolled,0,0,1,3,0,0,21,27,7,7,11,0,8,8,8,0,0,8,8,8,0,-0.6939730878554988,0.7876553763891605,0.4711125123718321,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.7493420206317208,0.775359036598042,0,16,16,16,14.27,0,0.7958653580921153
1,1,2,9773,1,1,108.0,1,38,38,7,7,115.0,1,0,1,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,0,0,0,2,0,0,22,27,7,7,14,0,6,0,0,0,0,6,0,0,0,-0.4303628237699172,-1.866505680571836,-0.8271973944863575,-1.0009723271182625,0.1243864731841758,1.545606837207885,-2.1971065163157584,-1.963483646581465,0,12,0,0,0.0,0,-2.165947385323075
1,1,1,9147,1,1,130.0,1,19,37,9,9,131.8,1,0,0,1,0,1,19,0,0,5,8,2,10.5,0,0,5,11,3,13.33,0,7.6,2.6,0.32,Enrolled,0,0,1,1,0,0,12,26,9,9,8,0,5,8,2,0,0,5,11,3,0,-0.562167955812708,-0.1981758733392096,0.3329944371741524,-1.4890428695279747,0.9923450810182352,0.1401216693898834,-0.0290820147075921,0.5949447323101138,0,10,19,5,11.915,0,0.3070728555873659
1,1,1,9238,1,1,135.0,1,37,1,3,5,121.0,0,0,0,1,0,0,21,0,0,6,11,5,11.2,0,0,6,15,1,10.0,0,7.6,2.6,0.32,Enrolled,0,0,1,1,0,0,21,0,3,5,9,0,6,11,5,0,0,6,15,1,0,-0.2985576917271264,0.1809899919409327,-0.4128431688933185,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.1154529520662854,-0.0441825371354193,0,12,26,6,10.6,0,0.034137763955202405
2,39,1,9991,0,3,140.0,1,19,19,9,7,152.4,0,0,0,1,0,0,26,0,0,5,5,5,12.0,0,0,5,6,5,14.83,0,10.8,1.4,1.74,Graduate,1,11,2,1,2,0,12,13,9,7,16,0,5,5,5,0,0,5,6,5,0,0.3604679684868276,0.5601558572210751,1.7556106117102526,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.2806357712364316,0.8828398987270205,0,10,11,10,13.415,0,0.6184056597305183
1,43,2,9556,1,1,120.0,1,1,19,4,3,110.2,0,0,0,1,0,0,27,0,0,7,9,7,12.23,0,1,8,10,8,13.21,0,10.8,1.4,1.74,Graduate,0,13,2,2,0,0,0,13,4,3,12,0,7,9,7,0,1,8,10,8,0,0.4922731005296184,-0.9565076038994944,-1.1586807749607886,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.3281258317478486,0.5719131189967613,1,15,19,15,12.72,0,0.47415479381085807
1,1,1,9670,1,1,117.0,1,1,38,5,1,113.5,1,0,0,1,0,0,20,0,0,5,6,4,11.5,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate,0,0,2,1,0,0,0,27,5,1,13,0,5,6,4,0,0,5,5,4,0,-0.4303628237699172,-1.1840071230675795,-0.9307859508846172,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.1773965092550903,0.099765046073034,0,10,11,8,11.125,0,0.14310424540530584
1,17,1,9238,1,1,151.0,1,19,1,5,0,144.4,1,0,0,1,0,0,18,0,0,6,8,6,15.38,0,0,6,7,6,16.43,0,16.2,0.3,-0.92,Graduate,0,7,2,1,0,0,12,0,5,0,9,0,6,8,6,0,0,6,7,6,0,-0.6939730878554988,1.3943207608373882,1.203138310919534,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.9785331822302986,1.1899280762383877,0,12,15,12,15.905000000000001,0,1.1352181146081517
1,53,1,9085,1,42,140.0,1,1,1,5,5,143.3,1,0,0,0,0,0,23,0,7,12,19,9,13.67,0,4,9,15,6,13.5,0,8.9,1.4,3.51,Enrolled,0,16,1,1,15,0,0,0,5,5,5,7,12,19,9,0,4,9,15,6,0,-0.0349474276415447,0.5601558572210751,1.1271733695608104,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.6254549062541114,0.6275728511706965,11,21,34,15,13.585,0,0.653690044200076
1,39,1,9500,1,19,133.1,1,1,5,4,3,100.0,0,0,0,1,0,0,24,0,0,8,11,7,12.61,0,0,8,11,7,12.61,0,12.7,3.7,-1.7,Graduate,0,11,2,1,11,0,0,4,4,3,11,0,8,11,7,0,0,8,11,7,0,0.096857704401246,0.0369069631344782,-1.863082958468955,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.4065876708536678,0.4567550524299983,0,16,22,14,12.61,0,0.4513237215070266
1,44,1,9238,1,39,130.0,1,38,38,6,9,126.3,1,0,0,1,0,1,19,0,3,6,7,5,12.2,0,2,6,6,6,11.5,0,13.9,-0.3,0.79,Graduate,0,14,2,1,13,0,22,27,6,9,9,3,6,7,5,0,2,6,6,6,0,-0.562167955812708,-0.1981758733392096,-0.0468302696194676,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.3219314760289679,0.2437126292814874,5,12,13,11,11.85,0,0.29358176740782943
1,1,1,9773,1,1,125.0,1,19,38,3,5,115.9,0,0,0,1,0,0,19,0,0,6,13,4,11.75,0,0,6,10,4,11.0,0,10.8,1.4,1.74,Graduate,0,0,2,1,0,0,12,27,3,5,14,0,6,13,4,0,0,6,10,4,0,-0.562167955812708,-0.577341738619352,-0.7650442606474013,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.2290161402457609,0.1477475738091851,0,12,23,8,11.375,0,0.19499304609583124
1,1,4,9238,1,1,125.0,1,19,38,9,6,114.9,1,0,1,1,0,1,19,0,0,6,9,5,11.4,0,0,6,9,3,10.0,0,8.9,1.4,3.51,Enrolled,0,0,1,4,0,0,12,27,9,6,9,0,6,9,5,0,0,6,9,3,0,-0.562167955812708,-0.577341738619352,-0.8341032982462411,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.1567486568588221,-0.0441825371354193,0,12,18,8,10.7,0,0.054893284231412494
1,1,1,9238,1,1,135.0,1,37,19,5,10,121.0,0,0,1,1,0,0,18,0,0,6,10,5,10.6,0,0,6,14,2,10.0,0,7.6,2.6,0.32,Enrolled,0,0,1,1,0,0,21,13,5,10,9,0,6,10,5,0,0,6,14,2,0,-0.6939730878554988,0.1809899919409327,-0.4128431688933185,-1.4890428695279747,0.9923450810182352,0.1401216693898834,-0.008434162311324,-0.0441825371354193,0,12,24,7,10.3,0,-0.028128796873427855
1,51,1,8014,0,1,121.0,1,1,38,5,7,112.3,0,0,0,1,0,0,22,0,14,16,16,13,10.92,0,13,13,13,11,11.45,0,16.2,0.3,-0.92,Graduate,0,15,2,1,0,0,0,27,5,7,2,14,16,16,13,0,13,13,13,11,0,-0.1667525596843355,-0.8806744308434659,-1.0136567960032252,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.0576389653567344,0.234116123734257,27,29,29,24,11.184999999999999,0,0.15555755757103165
1,43,1,9070,1,1,141.0,1,1,19,5,10,127.0,0,0,0,1,0,0,20,0,0,6,6,5,12.4,0,0,6,9,5,12.4,0,12.7,3.7,-1.7,Graduate,0,13,2,1,0,0,0,13,5,10,4,0,6,6,5,0,0,6,9,5,0,-0.4303628237699172,0.6359890302771035,0.0015110566997204,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.3632271808215047,0.4164497291316316,0,12,15,10,12.4,0,0.4077371289269855
1,39,1,9003,1,1,130.0,1,19,19,9,9,120.0,0,0,0,1,0,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,0,11,0,1,0,0,12,13,9,9,3,0,6,6,0,0,0,6,6,0,0,0.2286628364440368,-0.1981758733392096,-0.4819022064921583,-0.1750067938095195,-0.454252598705197,0.8891263042772198,-2.1971065163157584,-1.963483646581465,0,12,12,0,0.0,0,-2.165947385323075
1,44,1,9003,1,39,180.0,1,1,3,4,2,180.0,0,0,0,1,0,0,21,0,0,6,6,6,15.83,0,0,6,8,6,15.5,0,15.5,2.8,-4.06,Graduate,0,14,2,1,13,0,0,2,4,2,3,0,6,6,6,0,0,6,8,6,0,-0.2985576917271264,3.593482779462214,3.661640049438232,1.476924272807967,1.1370048489905784,-1.7896667428492534,1.0714485180135056,1.0114330730599057,0,12,14,12,15.665,0,1.085404865945247
1,1,1,9500,1,1,117.0,1,19,19,194,193,117.4,1,0,0,1,0,0,19,0,0,7,12,5,11.8,0,0,7,9,6,11.71,0,11.1,0.6,2.02,Enrolled,0,0,1,1,0,0,12,13,31,43,11,0,7,12,5,0,0,7,9,6,0,-0.562167955812708,-1.1840071230675795,-0.6614557042491415,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.2393400664438952,0.2840179525798545,0,14,21,11,11.755,0,0.27386402314543
1,17,4,9773,1,1,127.0,1,1,19,4,1,115.8,1,0,0,1,0,0,18,0,0,6,7,6,12.57,0,0,6,6,6,13.67,0,13.9,-0.3,0.79,Graduate,0,7,2,4,0,0,0,13,4,1,14,0,6,7,6,0,0,6,6,6,0,-0.6939730878554988,-0.425675392507295,-0.7719501644072858,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.3983285298951606,0.6602009700312793,0,12,13,12,13.120000000000001,0,0.5571768749156988
1,1,3,9670,1,1,126.0,1,37,37,0,0,136.5,1,0,0,1,0,0,18,0,0,5,7,3,12.0,0,0,5,7,4,13.25,1,7.6,2.6,0.32,Graduate,0,0,2,3,0,0,21,26,0,0,13,0,5,7,3,0,0,5,7,4,1,-0.6939730878554988,-0.5015085655633235,0.6575719138886988,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.2806357712364316,0.5795903234345454,0,10,14,7,12.625,1,0.45443704954845826
1,17,3,9500,1,1,143.0,1,3,3,9,7,129.0,1,0,0,1,1,0,19,0,0,7,8,7,13.36,0,0,8,9,8,14.44,0,13.9,-0.3,0.79,Graduate,0,7,2,3,0,0,2,2,9,7,11,0,7,8,7,0,0,8,9,8,0,-0.562167955812708,0.7876553763891605,0.1396291318974001,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.5614465638256797,0.8079871554586247,0,15,17,15,13.899999999999999,0,0.7190699330701376
1,1,1,9085,1,1,144.0,13,3,3,6,6,137.6,1,0,0,1,0,1,19,1,0,5,6,5,15.4,0,0,5,5,5,16.0,0,10.8,1.4,1.74,Graduate,0,0,2,1,0,4,2,2,6,6,5,0,5,6,5,0,0,5,5,5,0,-0.562167955812708,0.8634885494451889,0.7335368552474223,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.9826627527095522,1.107398128532208,0,10,11,10,15.7,0,1.0926692980419206
1,17,2,9773,1,1,126.0,1,37,38,5,5,129.5,1,0,1,0,0,0,18,0,0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,Dropout,0,7,0,2,0,0,21,27,5,5,14,0,6,9,5,0,0,6,9,4,0,-0.6939730878554988,-0.5015085655633235,0.17415865069682,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.3219314760289679,0.2916951570176386,0,12,18,9,11.975,0,0.3195261677530921
1,51,1,9238,1,39,140.0,1,38,38,5,7,129.1,1,0,0,1,0,1,20,0,6,11,11,11,12.82,0,6,11,11,11,13.55,0,12.4,0.5,1.79,Graduate,0,15,2,1,13,0,22,27,5,7,9,6,11,11,11,0,6,11,11,11,0,-0.4303628237699172,0.5601558572210751,0.1465350356572837,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.4499481608858313,0.6371693567179268,12,22,22,22,13.185,0,0.5706679630952353
1,17,5,9500,1,1,148.0,1,1,19,4,8,130.2,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,0,7,0,5,0,0,0,13,4,8,11,0,7,0,0,0,0,8,0,0,0,-0.562167955812708,1.166821241669303,0.2224999770160071,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-2.1971065163157584,-1.963483646581465,0,15,0,0,0.0,0,-2.165947385323075
1,42,1,9500,1,1,100.0,1,19,37,5,7,134.3,1,0,0,1,0,0,28,0,12,17,21,17,13.39,0,11,17,19,17,13.55,0,16.2,0.3,-0.92,Graduate,0,12,2,1,0,0,12,26,5,7,11,12,17,21,17,0,11,17,19,16,0,0.6240782325724092,-2.473171065020064,0.5056420311712521,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.5676409195445604,0.6371693567179268,23,34,40,34,13.47,0,0.6298211958824342
1,1,1,9238,1,1,151.0,1,37,1,9,9,138.4,1,0,0,1,0,1,20,0,0,6,8,6,14.25,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,Graduate,0,0,2,1,0,0,21,0,9,9,9,0,6,8,6,0,0,6,8,6,0,-0.4303628237699172,1.3943207608373882,0.7887840853264949,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.7452124501524673,0.1477475738091851,0,12,16,12,12.625,0,0.45443704954845826
1,42,1,8014,0,1,120.0,1,37,38,90,7,120.0,1,0,0,1,0,0,30,0,9,11,19,9,13.44,1,5,7,7,7,14.71,0,7.6,2.6,0.32,Dropout,0,12,0,1,0,0,21,27,11,7,2,9,11,19,9,1,5,7,7,7,0,0.8876884966579909,-0.9565076038994944,-0.4819022064921583,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.5779648457426944,0.8598082854136682,14,18,26,16,14.075,1,0.7553920935535055
1,1,4,9500,1,1,135.0,1,1,19,9,7,123.5,1,0,0,1,0,1,19,0,0,7,8,7,12.29,0,0,8,10,8,11.74,0,12.4,0.5,1.79,Graduate,0,0,2,4,0,0,0,13,9,7,11,0,7,8,7,0,0,8,10,8,0,-0.562167955812708,0.1809899919409327,-0.2401955748962189,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.3405145431856093,0.2897758559081925,0,15,18,15,12.015,0,0.3278283758635764
1,1,2,9070,1,1,121.0,1,19,19,3,3,116.1,1,0,0,1,0,0,22,0,0,6,7,6,11.67,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,Graduate,0,0,2,2,0,0,12,13,3,3,4,0,6,7,6,0,0,6,7,5,0,-0.1667525596843355,-0.8806744308434659,-0.7512324531276341,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.2124978583287463,0.5699938178873151,0,12,14,11,12.434999999999999,0,0.4150015610236587
1,1,1,9254,1,1,116.0,1,38,38,5,8,110.8,1,0,0,1,0,0,18,0,0,6,8,6,12.17,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,0,0,2,1,0,0,22,27,5,8,10,0,6,8,6,0,0,6,6,6,0,-0.6939730878554988,-1.259840296123608,-1.117245352401485,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.3157371203100876,0.6275728511706965,0,12,14,12,12.835,0,0.49802364212849975
1,17,1,9853,1,1,147.0,1,37,37,9,9,142.8,1,0,0,1,0,0,23,0,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32,Dropout,0,7,0,1,0,0,21,26,9,9,15,0,6,11,2,0,0,6,15,2,0,-0.0349474276415447,1.0909880686132745,1.0926438507613905,-1.4890428695279747,0.9923450810182352,0.1401216693898834,-0.1323212766889334,0.1477475738091851,0,12,26,4,10.5,0,0.01338224367899232
1,17,4,9070,1,1,160.0,1,1,19,5,7,155.5,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate,0,7,2,4,0,0,0,13,5,7,4,0,6,6,6,0,0,6,6,6,0,-0.6939730878554988,2.076819318341645,1.969693628266656,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.6935928191617966,0.9154680175876032,0,12,12,12,14.5,0,0.8436030547273988
1,1,1,9853,1,1,133.0,1,37,19,7,7,126.7,1,0,0,1,0,0,18,0,0,6,9,5,11.83,0,0,6,6,4,12.0,0,15.5,2.8,-4.06,Enrolled,0,0,1,1,0,0,21,13,7,7,15,0,6,9,5,0,0,6,6,4,0,-0.6939730878554988,0.0293236458288757,-0.0192066545799312,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.2455344221627755,0.3396776847537897,0,12,15,9,11.915,0,0.3070728555873659
2,39,1,9773,1,19,100.0,1,37,37,0,0,163.5,0,0,1,0,1,0,50,0,0,6,7,1,15.0,0,0,5,12,0,0.0,0,10.8,1.4,1.74,Dropout,1,11,0,1,11,0,21,26,0,0,14,0,6,7,1,0,0,5,12,0,0,3.5237911375138067,-2.473171065020064,2.5221659290573744,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.9000713431244791,-1.963483646581465,0,11,19,1,7.5,0,-0.6092833646073126
1,1,1,171,1,1,151.0,41,3,3,2,5,161.9,1,0,0,1,0,1,19,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,0,0,2,1,0,13,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,-0.562167955812708,1.3943207608373882,2.411671468899231,0.8762220667652447,-1.1052215545807416,0.347199421388147,-2.1971065163157584,-1.963483646581465,0,0,0,0,0.0,0,-2.165947385323075
1,17,2,9254,1,1,124.0,41,19,38,9,9,123.3,1,0,0,1,0,0,22,1,0,6,7,6,10.83,0,0,6,6,6,10.67,0,13.9,-0.3,0.79,Graduate,0,7,2,2,0,13,12,27,9,9,10,0,6,7,6,0,0,6,6,6,0,-0.1667525596843355,-0.6531749116753804,-0.2540073824159871,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.039055898200093,0.0844106371974656,0,12,13,12,10.75,0,0.06527104436951772
1,44,1,9238,1,39,140.0,41,1,1,4,6,137.5,0,0,1,1,0,1,23,1,3,6,7,6,13.14,0,2,6,6,6,14.0,0,12.4,0.5,1.79,Graduate,0,14,2,1,13,13,0,0,4,6,9,3,6,7,6,0,2,6,6,6,0,-0.0349474276415447,0.5601558572210751,0.7266309514875386,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.5160212885538897,0.7235379066429988,5,12,13,12,13.57,0,0.6505767161586443
1,18,4,9085,1,1,170.0,1,1,1,4,5,166.6,0,0,1,0,0,1,20,0,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Dropout,0,8,0,4,0,0,0,0,4,5,5,2,5,8,5,1,0,5,6,5,0,-0.4303628237699172,2.8351510489019294,2.7362489456137773,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.7761842287468697,0.7235379066429988,2,10,14,10,14.2,1,0.7813364938987681
4,39,1,9238,1,19,133.1,1,37,37,9,10,103.5,0,0,0,0,0,0,44,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,3,11,0,1,11,0,21,26,9,10,9,0,6,0,0,0,0,6,0,0,0,2.732960345257062,0.0369069631344782,-1.6213763268730157,0.8762220667652447,-1.1052215545807416,0.347199421388147,-2.1971065163157584,-1.963483646581465,0,12,0,0,0.0,0,-2.165947385323075
4,39,1,9003,1,19,133.1,1,37,37,9,9,110.0,0,0,0,1,1,0,49,0,6,12,17,7,12.0,0,3,12,19,9,11.22,0,15.5,2.8,-4.06,Graduate,3,11,2,1,11,0,21,26,9,9,3,6,12,17,7,0,3,12,19,9,0,3.3919860054710163,0.0369069631344782,-1.1724925824805563,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.2806357712364316,0.1899721982169983,9,24,36,16,11.61,0,0.243768518744925
2,43,1,9991,0,1,100.0,1,37,37,9,9,128.2,0,0,0,1,1,0,46,0,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32,Graduate,1,13,2,1,0,0,21,26,9,9,16,6,10,13,9,0,4,10,12,10,0,2.996570609342644,-2.473171065020064,0.0843819018183274,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.3219314760289679,0.4932217735094735,10,20,25,19,12.5,0,0.4284926492031956
1,39,1,9085,1,39,120.0,1,37,37,1,9,137.7,1,0,0,0,1,0,41,0,3,3,3,3,12.33,0,2,2,2,2,11.0,0,12.4,0.5,1.79,Dropout,0,11,0,1,13,0,21,26,1,9,5,3,3,3,3,0,2,2,2,2,0,2.3375449491286897,-0.9565076038994944,0.7404427590073058,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.3487736841441168,0.1477475738091851,5,5,5,5,11.665,0,0.25518405489684054
1,17,3,9500,1,1,133.0,1,38,19,9,8,128.8,1,0,0,1,1,0,18,0,0,7,8,7,11.84,0,0,8,9,8,12.48,0,13.9,-0.3,0.79,Graduate,0,7,2,3,0,0,22,13,9,8,11,0,7,8,7,0,0,8,9,8,0,-0.6939730878554988,0.0293236458288757,0.1258173243776329,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.2475992074024023,0.4318041380071999,0,15,17,15,12.16,0,0.35792388026408106
3,39,1,9991,0,1,120.0,1,37,1,9,2,170.0,0,0,0,1,1,0,43,0,0,5,5,5,11.8,0,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Graduate,2,11,2,1,0,0,21,0,9,2,16,0,5,5,5,0,0,5,6,5,0,2.6011552132142715,-0.9565076038994944,2.971049673449833,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0.2393400664438952,0.7235379066429988,0,10,11,10,12.9,0,0.5115147303080363
4,39,2,9147,1,19,133.1,1,37,37,9,7,116.4,0,0,1,0,1,0,70,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,3,11,0,2,11,0,21,26,9,7,8,0,5,5,0,0,0,5,9,0,0,6.159893778369623,0.0369069631344782,-0.7305147418479814,-0.2876384574425296,0.1243864731841758,0.7657608350016585,-2.1971065163157584,-1.963483646581465,0,10,14,0,0.0,0,-2.165947385323075
4,39,1,9130,1,19,133.1,1,37,38,9,4,100.9,0,0,0,1,1,0,48,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,3,11,0,1,11,0,21,27,9,4,7,0,6,0,0,0,0,6,0,0,0,3.2601808734282254,0.0369069631344782,-1.8009298246299987,1.476924272807967,1.1370048489905784,-1.7896667428492534,-2.1971065163157584,-1.963483646581465,0,12,0,0,0.0,0,-2.165947385323075
2,43,1,9003,1,1,133.1,1,37,37,9,7,136.0,0,0,0,1,1,0,41,0,18,19,19,19,12.68,0,12,13,13,13,12.38,0,15.5,2.8,-4.06,Graduate,1,13,2,1,0,0,21,26,9,7,3,18,19,19,19,0,12,13,13,13,0,2.3375449491286897,0.0369069631344782,0.6230423950892789,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.4210411675310556,0.4126111269127396,30,32,32,32,12.530000000000001,0,0.43471930528605884
